index,small_i_count,all_caps_wordcount,sentence_wo_cap_at_start,sentence_lower_at_start,fullstop_wo_whitespace_count,a_an_error_count,cont_punct_count,quotation_count,emoticons_count,happy_emoticons_count,question_count,exclamation_count,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,he_she_ratio,swear_word_count
1624,0,1,18,7,0,0,2,12,0,0,2,7,0.2612681,0.47753194,0.2611999,1.375,3
2413,0,1,14,1,0,0,0,15,0,0,4,2,0.105666816,0.6085645,0.28576872,0.05555555555555555,0
821,0,2,10,0,0,0,0,13,0,0,0,0,0.403382,0.5274263,0.06919172,2.3333333333333335,6
2805,0,3,7,2,0,0,0,11,0,0,1,9,0.4054223,0.5068747,0.087703004,4.25,6
2377,0,1,31,4,0,1,3,28,0,0,4,12,0.36741874,0.5620039,0.070577346,3.0,1
3618,0,0,13,0,0,0,1,13,0,0,0,3,0.041873194,0.42386615,0.53426063,0.6153846153846154,3
3097,0,4,45,4,0,0,0,44,0,0,18,8,0.32769948,0.54900444,0.123296104,1.4,1
3141,0,0,21,3,0,0,1,18,0,0,7,4,0.31243014,0.5705707,0.11699916,1.5714285714285714,2
1302,0,8,28,12,0,0,1,17,0,0,6,6,0.42312336,0.48888132,0.08799533,0.7727272727272727,1
1000,0,42,2,0,0,0,0,10,0,0,4,13,0.6294627,0.33729917,0.033238184,2.5,0
3154,0,0,12,2,0,0,0,10,0,0,1,6,0.4188897,0.47342712,0.10768322,0.5,0
1953,0,0,17,1,0,0,1,17,0,0,4,1,0.102590054,0.59732664,0.30008334,15.0,1
1505,0,2,8,1,0,0,0,8,0,0,4,0,0.30571628,0.59492546,0.099358246,0.2857142857142857,0
1477,0,1,7,0,0,0,1,7,0,0,5,0,0.17744587,0.6338877,0.18866636,0.9090909090909091,2
18,0,2,22,4,0,0,1,21,0,0,6,3,0.34407222,0.57616794,0.07975984,10.0,1
1637,0,0,2,0,0,0,0,2,0,0,1,2,0.40419027,0.463865,0.13194473,0.6470588235294118,9
1667,0,0,25,1,0,0,0,24,0,0,9,5,0.43451098,0.49130866,0.07418031,10.0,2
493,0,4,5,1,0,1,0,8,0,1,4,6,0.31943384,0.4881916,0.19237456,1.0,0
1125,0,40,29,1,0,0,0,29,0,0,6,4,0.34685236,0.5376645,0.11548314,0.875,1
1404,0,0,12,1,0,0,0,13,0,0,4,0,0.3688746,0.52463496,0.1064904,17.0,0
2970,0,23,3,3,0,0,0,14,0,0,2,12,0.32669392,0.5650755,0.10823058,1.75,0
2589,0,4,33,8,0,1,1,27,0,0,8,5,0.4278666,0.5153893,0.056744028,2.1666666666666665,0
1977,0,0,9,0,0,0,2,18,0,0,6,0,0.27865735,0.5603219,0.16102071,20.0,2
2347,0,1,14,1,0,0,4,13,0,0,7,4,0.25640783,0.6076011,0.13599108,0.8888888888888888,2
2769,0,22,4,1,0,1,2,20,0,0,5,17,0.40928897,0.48041996,0.11029116,4.0,1
2091,0,0,24,1,0,0,3,27,0,0,7,14,0.5518991,0.39516985,0.05293106,3.3333333333333335,1
584,0,0,12,0,0,0,0,13,0,0,4,2,0.28673968,0.57559466,0.13766573,7.0,1
2238,0,0,10,0,0,1,0,11,0,0,0,0,0.13225581,0.61375344,0.25399074,0.08,0
687,0,2,1,0,0,3,0,19,0,0,3,13,0.08915624,0.57018816,0.3406556,0.375,0
3514,0,1,19,2,0,0,0,19,0,0,7,0,0.3181907,0.5127435,0.16906579,0.6153846153846154,1
3501,0,0,17,3,0,0,0,13,0,0,4,7,0.22221898,0.5745907,0.20319031,0.75,0
1791,0,41,1,1,0,0,4,9,0,0,3,12,0.40458286,0.4681725,0.12724467,1.0,2
1608,0,0,17,5,0,0,0,11,0,0,7,1,0.36913458,0.53776556,0.093099855,1.5,3
2566,0,8,28,2,0,0,0,32,0,0,17,18,0.50668836,0.43060797,0.0627037,3.0,3
2654,0,0,0,0,0,0,0,1,0,0,3,0,0.22931263,0.5307649,0.23992246,8.0,6
1009,0,30,1,0,0,0,1,21,0,0,8,15,0.34495047,0.56406254,0.090986975,0.75,2
3075,0,2,17,2,0,0,0,16,0,0,3,2,0.06918629,0.61894614,0.3118676,1.8888888888888888,0
2213,0,0,13,3,1,0,1,13,1,0,4,1,0.2888539,0.5351099,0.17603624,5.0,2
360,0,0,6,0,0,0,2,10,0,0,5,5,0.35800755,0.5380123,0.10398013,2.0,5
3259,0,0,9,0,0,0,0,14,0,0,5,4,0.5524573,0.4055589,0.041983783,1.4,0
3494,0,25,29,2,0,0,2,28,0,0,8,12,0.2649918,0.55879647,0.17621173,1.0,1
3527,0,0,14,3,0,0,0,14,0,0,12,0,0.4249996,0.5184112,0.056589175,0.3,2
1677,0,0,18,0,0,0,0,21,0,0,1,2,0.1945022,0.60606396,0.19943379,4.5,1
1310,0,2,4,1,0,0,5,2,3,2,0,0,0.35271448,0.46054307,0.18674244,1.0,2
1966,0,7,6,0,0,0,0,7,0,0,2,0,0.40776494,0.52684885,0.0653862,0.21428571428571427,0
1830,0,0,12,2,0,2,3,14,2,1,5,5,0.22984362,0.59079134,0.17936508,0.5,1
2414,0,0,16,2,0,0,0,14,0,0,6,0,0.12307153,0.450471,0.42645743,0.13636363636363635,1
3493,0,1,2,0,0,0,1,6,0,0,3,5,0.26331407,0.5356209,0.20106499,0.5714285714285714,1
344,0,7,10,1,0,0,23,2,0,0,5,1,0.3621925,0.47208634,0.16572113,2.0,1
986,0,2,28,0,0,0,1,29,0,0,21,7,0.4859344,0.45954514,0.0545205,4.0,0
2424,0,1,21,3,0,0,1,19,0,0,3,11,0.07015477,0.44241923,0.48742598,0.26666666666666666,2
743,0,0,21,6,0,0,4,14,0,0,6,6,0.44656107,0.47330812,0.080130875,0.8333333333333334,2
2892,0,0,18,2,0,0,1,17,0,0,2,1,0.34503523,0.59324807,0.061716724,0.5,1
1671,0,0,9,0,0,0,0,9,0,0,1,2,0.18920483,0.6519731,0.15882203,1.2857142857142858,0
2346,0,3,18,1,0,0,0,16,0,0,4,0,0.15042596,0.5050275,0.3445466,1.0,3
1859,0,0,13,1,0,0,0,11,0,0,7,2,0.37005693,0.56999665,0.059946474,0.75,5
113,0,2,1,1,0,1,1,1,0,0,1,0,0.2932645,0.5808561,0.1258794,34.0,4
1437,0,5,19,0,0,0,1,19,0,0,0,0,0.2901037,0.5741743,0.135722,0.8888888888888888,3
2196,0,0,13,0,0,0,0,17,0,0,10,0,0.44612125,0.4809831,0.0728957,0.23076923076923078,1
1241,0,0,9,0,0,0,2,11,1,1,1,9,0.4296065,0.5067908,0.06360273,0.6666666666666666,2
1142,0,3,3,0,0,0,0,3,0,0,1,3,0.54255587,0.39720047,0.06024367,1.8,2
2310,0,0,25,3,0,0,1,29,0,0,11,3,0.28248942,0.5774719,0.14003865,2.142857142857143,0
1216,0,5,32,3,0,0,2,37,0,0,12,6,0.17652343,0.5019914,0.32148516,4.666666666666667,4
1198,0,0,33,5,0,0,0,35,0,0,9,16,0.37074715,0.49372214,0.13553065,0.4444444444444444,0
85,0,0,0,0,0,0,0,0,0,0,3,1,0.4042325,0.49362546,0.10214195,0.25,1
1518,0,0,17,4,0,0,1,18,0,0,5,4,0.3585538,0.52446777,0.11697848,1.6363636363636365,1
2624,0,1,30,3,0,0,1,30,0,0,13,8,0.36157537,0.48672658,0.15169802,0.5,0
1381,0,1,20,0,0,0,0,20,0,0,0,0,0.20314746,0.55824673,0.23860581,1.6666666666666667,5
1948,0,0,27,2,0,0,0,24,0,0,11,4,0.37649018,0.5511388,0.07237103,1.0769230769230769,0
668,0,126,1,1,0,0,1,17,0,0,1,21,0.54162407,0.38808498,0.070290945,11.0,1
128,0,0,13,5,0,1,0,8,0,0,0,13,0.70650977,0.25853208,0.034958176,0.14285714285714285,3
1364,0,0,15,1,0,0,0,21,0,0,3,4,0.33770305,0.5174414,0.14485557,0.4,3
3021,0,1,20,0,0,0,3,24,0,0,7,7,0.15592153,0.55350715,0.29057136,2.3333333333333335,0
1876,0,2,7,0,0,0,0,9,0,0,0,0,0.16768365,0.5491311,0.2831853,11.0,1
891,0,0,8,2,0,0,0,13,0,0,1,9,0.17816736,0.58048433,0.24134828,0.375,0
2462,0,0,0,0,0,0,3,2,0,0,0,0,0.24707592,0.5778392,0.17508487,0.8181818181818182,7
1359,0,3,12,1,0,0,0,10,0,0,3,7,0.21201926,0.5330986,0.25488213,1.6,0
307,0,0,12,0,0,0,8,6,0,0,6,4,0.5957561,0.35585076,0.04839314,0.36363636363636365,0
3563,0,0,15,0,0,1,1,20,0,0,8,0,0.40868893,0.51166004,0.07965108,0.8666666666666667,1
383,0,1,15,2,0,0,0,13,0,0,6,8,0.3745875,0.47551066,0.14990184,0.5625,0
150,0,0,13,0,0,0,0,20,0,0,1,0,0.038394593,0.35231224,0.60929316,0.42105263157894735,2
1317,0,1,11,0,0,0,3,10,0,0,0,0,0.2647024,0.6260465,0.10925113,0.12,3
1451,0,1,13,0,0,1,0,15,0,0,2,2,0.29108945,0.60219455,0.10671604,0.8333333333333334,0
1847,0,0,11,0,0,0,0,12,0,0,3,0,0.36412483,0.55356187,0.082313344,0.2857142857142857,1
2494,0,0,14,0,0,0,0,14,0,0,1,2,0.16894187,0.5575421,0.27351603,0.1875,1
426,0,30,1,0,0,0,1,21,0,0,8,15,0.34495047,0.56406254,0.090986975,0.75,2
494,0,0,4,0,0,0,0,13,1,0,7,1,0.353025,0.53703725,0.109937735,13.0,0
1207,0,0,29,6,0,0,0,32,0,0,3,10,0.52282137,0.4118947,0.06528392,2.0,2
2753,0,0,0,0,0,0,0,2,0,0,0,0,0.41280502,0.4974162,0.0897788,21.0,0
2370,0,2,11,3,0,0,2,10,1,0,2,5,0.30537844,0.56708956,0.12753195,0.18181818181818182,2
1208,0,0,7,2,0,0,0,9,0,0,1,10,0.2538468,0.6200787,0.12607445,0.16666666666666666,0
2913,0,4,3,1,0,0,2,3,2,0,1,0,0.18299499,0.55112624,0.26587874,0.15384615384615385,0
3091,0,1,4,0,0,0,0,4,0,0,2,3,0.61840695,0.3305344,0.05105863,0.5384615384615384,1
2798,0,0,8,1,0,0,1,7,1,1,0,2,0.2898569,0.50937223,0.2007709,0.05555555555555555,4
3479,0,0,0,0,0,0,0,1,0,0,1,0,0.35302094,0.4919726,0.15500642,13.0,2
1239,0,0,30,4,0,0,7,25,2,2,14,16,0.5806215,0.3801365,0.03924205,1.875,4
2045,0,0,27,3,0,0,0,24,0,0,10,9,0.571617,0.3729246,0.05545844,0.36363636363636365,2
2471,0,1,7,0,0,0,1,7,0,0,5,0,0.17744587,0.6338877,0.18866636,0.9090909090909091,2
275,0,0,24,0,0,1,0,24,0,0,8,0,0.10516767,0.6146611,0.28017122,3.0,0
489,0,1,2,0,0,0,1,7,0,0,7,0,0.35246974,0.52302307,0.12450717,0.125,1
3292,0,0,15,1,0,0,1,14,0,0,8,6,0.11182931,0.56050014,0.32767048,11.0,1
1229,0,0,23,3,0,0,1,26,0,0,17,1,0.55024093,0.39743024,0.0523288,0.3333333333333333,3
690,0,42,3,0,0,1,3,11,0,0,7,17,0.69243497,0.28046614,0.027098836,3.0,5
3236,0,1,14,2,0,0,2,15,0,0,7,6,0.39027372,0.50405854,0.10566771,2.7142857142857144,0
2545,0,6,23,1,0,0,0,24,0,0,10,3,0.22648317,0.5916929,0.18182392,2.75,0
1874,0,0,7,0,0,0,1,8,0,0,1,1,0.17799151,0.5764663,0.24554215,0.4166666666666667,3
1945,0,1,18,2,0,0,0,17,0,0,3,0,0.49520352,0.44693503,0.05786143,0.46153846153846156,0
1780,0,0,9,0,0,0,1,9,0,0,0,3,0.25559327,0.54715645,0.1972502,1.5454545454545454,1
3362,0,0,14,2,0,1,0,15,0,0,5,1,0.2779221,0.6159466,0.10613136,0.5,0
2647,0,2,16,1,0,0,0,17,0,0,3,1,0.11631531,0.57117504,0.31250966,0.8,0
1058,0,6,20,1,0,1,5,18,0,0,5,13,0.2282739,0.38453734,0.38718876,0.2857142857142857,0
118,0,3,11,0,0,0,0,14,0,0,6,1,0.66025686,0.2993553,0.040387873,20.0,14
1024,0,0,12,1,0,0,1,12,0,0,4,0,0.30373842,0.5810484,0.11521318,12.0,1
3198,0,0,31,0,0,0,0,35,0,0,11,3,0.3070676,0.5654843,0.12744805,2.4285714285714284,0
281,0,0,8,0,0,0,0,9,0,0,8,3,0.28420916,0.57068866,0.14510216,14.0,1
2247,0,1,30,3,0,0,0,31,0,0,12,10,0.23403484,0.5072967,0.2586685,0.4,0
1316,0,0,13,0,0,0,0,13,0,0,1,0,0.10326044,0.61919683,0.27754277,3.0,0
2968,0,3,10,2,0,0,0,15,0,0,3,8,0.36026847,0.50816005,0.13157143,2.0,0
968,0,2,31,6,0,0,8,22,0,0,8,6,0.42572743,0.4981986,0.076074004,0.6,0
1665,0,0,18,0,0,0,0,21,0,0,1,2,0.1945022,0.60606396,0.19943379,4.5,1
1878,0,4,11,0,0,0,0,12,0,0,8,2,0.500359,0.4500588,0.049582258,17.0,9
1929,0,0,13,1,0,0,1,12,0,0,2,6,0.30553097,0.58591443,0.10855461,0.5384615384615384,2
2215,0,0,33,1,0,0,1,33,0,0,8,9,0.3670507,0.5547986,0.0781507,5.0,0
619,0,3,29,2,0,0,2,37,0,0,8,14,0.399193,0.5055281,0.095278844,0.5,6
1742,0,0,4,0,0,0,0,5,0,0,3,1,0.49341872,0.4096673,0.09691403,18.0,0
3140,0,0,18,0,0,1,0,19,0,0,5,1,0.18211935,0.69726264,0.120618,0.5454545454545454,0
155,0,0,16,2,0,0,0,21,0,0,3,2,0.20061402,0.60876334,0.19062261,0.4117647058823529,1
3815,0,0,16,0,0,0,0,14,0,0,6,1,0.33512172,0.6018885,0.062989816,0.6666666666666666,0
1655,0,0,25,1,0,0,0,24,0,0,9,5,0.43451098,0.49130866,0.07418031,10.0,2
2359,0,0,9,0,0,0,0,17,0,0,15,2,0.28930384,0.5576953,0.15300083,5.25,3
304,0,3,5,1,0,0,0,5,0,0,6,3,0.34655526,0.54089624,0.11254852,0.18181818181818182,4
2480,0,0,14,0,0,0,1,15,0,0,3,0,0.17027988,0.65322345,0.17649671,0.36363636363636365,2
3251,0,0,7,1,0,0,2,6,0,0,0,0,0.17295861,0.6013185,0.22572294,2.5,0
2138,0,1,6,0,0,0,1,7,0,0,0,0,0.3463282,0.52896273,0.12470905,1.3846153846153846,1
3452,0,0,10,0,0,0,0,12,0,0,1,0,0.07242852,0.5743648,0.35320666,1.0769230769230769,0
1307,0,2,9,0,0,0,0,10,0,0,7,1,0.36779025,0.4960846,0.13612519,0.8,1
2880,0,0,18,2,0,0,1,17,0,0,2,1,0.34503523,0.59324807,0.061716724,0.5,1
575,0,0,11,0,0,0,3,10,0,0,3,3,0.349218,0.5205846,0.1301974,0.8333333333333334,3
3086,0,0,13,1,0,0,0,11,0,0,7,2,0.37005693,0.56999665,0.059946474,0.75,5
3280,0,0,23,2,0,0,0,24,0,0,9,0,0.26243073,0.622781,0.11478828,1.05,1
3345,0,1,4,1,0,0,0,3,0,0,0,2,0.33790863,0.5832341,0.0788573,6.0,1
1706,0,3,3,1,0,0,1,3,0,0,0,7,0.3924154,0.44311863,0.16446595,0.125,5
2354,0,2,29,2,0,1,2,30,0,0,6,5,0.42831847,0.50431144,0.06737003,0.5789473684210527,1
1299,0,1,25,8,0,0,2,17,0,0,8,1,0.22267471,0.65572625,0.12159911,1.7272727272727273,1
132,0,8,9,2,0,0,1,5,0,0,1,4,0.020235699,0.2097128,0.7700515,0.21428571428571427,2
3182,0,0,25,1,0,0,0,24,0,0,9,5,0.43451098,0.49130866,0.07418031,10.0,2
2620,0,7,10,0,0,0,1,9,0,0,4,3,0.4479626,0.4684049,0.08363245,1.125,1
843,0,0,4,0,0,0,0,11,0,0,3,2,0.32026666,0.585415,0.094318315,1.5714285714285714,0
1801,0,1,7,0,0,0,0,14,0,0,2,8,0.49532318,0.43809167,0.0665852,7.0,1
1628,0,0,4,1,0,0,0,7,0,0,4,1,0.36266768,0.5126232,0.12470915,17.0,0
2436,0,0,5,1,0,0,1,4,0,0,6,1,0.4508149,0.46812767,0.08105748,0.1111111111111111,0
269,0,0,14,2,0,1,0,15,0,0,5,1,0.2779221,0.6159466,0.10613136,0.5,0
629,0,3,21,1,0,0,2,21,1,0,2,10,0.1273373,0.43611005,0.43655264,0.8125,2
1730,0,0,6,2,0,1,0,8,0,0,0,6,0.4642596,0.47291186,0.062828556,12.0,0
1033,0,6,19,2,0,1,6,11,0,0,5,12,0.3557312,0.46889204,0.17537676,7.0,2
3783,0,0,10,2,0,0,0,8,0,0,6,10,0.42313737,0.5059817,0.070881,1.2307692307692308,4
286,0,0,2,0,0,0,0,1,0,0,2,0,0.42007968,0.5258363,0.054084036,9.0,1
1326,0,7,13,0,0,0,1,14,0,0,0,1,0.24418812,0.5531994,0.20261246,0.13636363636363635,1
2815,0,0,2,0,0,0,1,0,0,0,1,0,0.08577746,0.55229473,0.36192787,5.0,1
300,0,4,0,0,0,0,0,1,0,0,2,2,0.034555186,0.26209,0.7033548,0.4,2
3042,0,0,12,1,0,0,0,16,0,0,5,1,0.12199374,0.61214113,0.26586506,1.7,1
3439,0,3,1,0,0,1,2,19,0,0,3,4,0.28842133,0.6321785,0.079400234,0.4,0
1447,0,0,16,0,0,0,0,16,0,0,1,0,0.13083953,0.5927156,0.27644485,26.0,0
1472,0,0,9,0,0,0,0,15,0,0,1,3,0.2374179,0.5636662,0.19891581,2.25,1
2708,0,0,15,3,0,0,0,12,0,0,4,2,0.37204596,0.5261019,0.101852134,3.0,2
3349,0,9,4,1,0,1,8,17,0,0,6,10,0.12182991,0.50025225,0.3779179,6.0,1
1186,0,1,7,0,0,0,0,16,0,0,7,0,0.28007448,0.6311184,0.08880707,7.0,4
65,0,3,6,0,0,0,0,23,0,0,11,1,0.21827658,0.6603668,0.12135667,0.6428571428571429,2
2826,0,0,2,1,0,0,0,1,0,0,1,1,0.29459113,0.6184058,0.08700308,0.1724137931034483,2
890,0,0,17,4,0,0,0,22,0,0,3,8,0.46315804,0.46983978,0.06700221,1.7857142857142858,1
2953,0,0,6,3,0,0,1,2,0,0,5,2,0.19771107,0.52506095,0.27722803,1.0,1
3325,0,0,16,3,12,0,3,16,0,0,12,6,0.3212851,0.5332539,0.14546098,0.2,0
1766,0,20,18,1,0,0,4,19,0,0,9,14,0.48526853,0.44715372,0.067577735,0.25,3
2409,0,0,0,0,0,0,0,1,0,0,0,0,0.19006243,0.5829178,0.22701977,0.1111111111111111,1
1991,0,0,21,1,0,0,1,27,0,0,10,1,0.32137176,0.57517123,0.103457026,2.0,1
230,0,2,14,1,0,0,0,14,0,0,1,8,0.057258938,0.5495949,0.39314616,3.6,10
503,0,0,3,0,0,0,1,11,0,0,10,0,0.46124026,0.47176403,0.066995695,0.3888888888888889,4
1978,0,0,9,0,0,0,0,18,0,0,4,0,0.50528336,0.44085684,0.05385981,3.6666666666666665,0
3699,0,0,10,1,0,0,0,15,0,0,1,1,0.18970366,0.5736679,0.23662849,0.6,0
380,0,0,21,3,0,0,1,18,0,0,7,4,0.31243014,0.5705707,0.11699916,1.5714285714285714,2
2676,0,0,16,1,0,0,0,16,0,0,13,11,0.3474821,0.5329983,0.119519554,1.0,0
1525,0,2,36,1,0,2,0,41,0,0,12,15,0.3271278,0.5501189,0.12275324,2.0,0
3114,0,0,15,0,0,0,2,17,0,0,2,0,0.32238206,0.5640779,0.113540046,0.7692307692307693,4
2127,0,18,5,0,0,0,0,9,0,0,4,10,0.50094306,0.4425994,0.056457616,4.0,3
1004,0,8,4,1,0,1,4,14,0,0,4,9,0.26084813,0.56972486,0.16942708,2.5,3
836,0,0,7,0,0,0,0,9,0,0,6,0,0.17706998,0.5702682,0.2526618,2.0833333333333335,1
2279,0,0,2,1,0,1,0,1,0,0,0,1,0.27488297,0.5813254,0.14379168,1.2222222222222223,0
374,0,1,28,0,0,0,0,30,0,0,5,6,0.35330164,0.49819776,0.14850059,0.43478260869565216,2
2042,0,0,16,3,0,0,0,16,0,0,5,0,0.28067356,0.6329017,0.08642472,1.1428571428571428,0
2689,0,0,16,2,0,0,0,14,0,0,3,4,0.26630163,0.57702357,0.1566748,0.8571428571428571,0
2822,0,0,15,4,0,0,7,11,0,0,2,4,0.025778143,0.2512424,0.7229795,2.0,8
939,0,1,24,0,1,0,6,28,0,0,14,21,0.49947444,0.42873657,0.07178903,1.125,0
1321,0,6,4,0,0,0,1,10,0,0,0,0,0.050551362,0.7599181,0.18953055,0.23684210526315788,0
2423,0,6,12,1,0,0,2,12,1,0,5,3,0.5887644,0.3160006,0.09523493,4.0,6
2636,0,0,8,0,0,0,0,12,0,0,1,1,0.35487768,0.53605396,0.10906836,1.8333333333333333,5
751,0,0,14,0,0,0,0,18,0,0,6,0,0.31550103,0.523652,0.1608469,1.6363636363636365,0
99,0,0,16,1,0,0,3,16,0,0,4,6,0.19738215,0.610845,0.19177279,0.75,0
1543,0,5,17,5,0,0,4,10,1,1,1,24,0.03560432,0.26039848,0.7039972,1.0,1
2404,0,0,9,1,0,0,0,10,0,0,5,1,0.26082274,0.5861996,0.1529777,20.0,2
866,0,0,11,0,0,0,0,22,0,0,8,0,0.30095264,0.5989808,0.10006661,11.0,1
1760,0,1,15,0,0,0,0,16,0,0,5,1,0.2579669,0.6772975,0.06473566,0.0967741935483871,1
910,0,0,16,2,0,0,0,21,0,0,4,0,0.054904543,0.6238663,0.3212291,0.09523809523809523,0
2114,0,0,29,4,0,0,0,32,0,0,8,2,0.16860735,0.6817074,0.14968532,22.0,1
1575,0,4,8,1,0,0,1,6,0,0,3,3,0.26559192,0.57643586,0.15797223,6.0,1
529,0,5,34,1,0,0,6,32,2,1,18,15,0.31011942,0.4900723,0.19980828,4.0,3
1260,0,0,11,0,0,1,0,10,0,0,1,0,0.18223897,0.63547885,0.18228213,1.0,2
2992,0,0,3,0,0,0,0,3,0,0,0,0,0.5346454,0.3935833,0.07177139,20.0,3
2348,0,2,18,2,0,0,5,15,0,0,4,6,0.2503115,0.57652134,0.17316714,0.5454545454545454,1
636,0,0,7,1,0,0,0,14,0,0,5,0,0.3546507,0.5515279,0.09382142,0.4,4
1269,0,2,12,0,0,1,1,11,0,0,4,4,0.28755432,0.6211459,0.09129972,4.5,0
185,0,1,19,0,1,0,5,25,0,0,7,19,0.23809384,0.61536354,0.14654268,3.8,1
2405,0,2,0,0,0,0,0,1,0,0,0,0,0.42035705,0.4867529,0.09289005,0.4444444444444444,3
1941,0,0,14,2,0,0,0,11,0,0,3,1,0.17968306,0.64270407,0.17761293,3.6666666666666665,0
2885,0,0,13,0,0,0,0,13,0,0,5,0,0.26525465,0.6355569,0.09918851,0.7142857142857143,2
1797,0,1,8,1,0,0,0,29,0,0,9,2,0.43844765,0.4660187,0.09553366,3.3333333333333335,0
931,0,0,12,1,0,0,1,12,0,0,4,0,0.19529879,0.5137326,0.29096857,0.045454545454545456,1
1441,0,8,19,0,0,0,0,20,0,0,0,0,0.39383706,0.50967366,0.096489266,12.0,7
2337,0,0,13,0,0,0,0,13,0,0,11,6,0.106367595,0.42419666,0.46943578,9.0,1
2920,1,0,28,0,0,0,0,31,0,0,6,4,0.16793321,0.6569951,0.17507169,0.6363636363636364,0
3215,0,0,10,2,0,0,2,9,0,0,1,0,0.07387035,0.55302256,0.3731071,0.2,0
1535,0,3,8,0,0,1,2,11,1,0,6,0,0.36949486,0.50802916,0.12247594,0.1111111111111111,0
865,0,0,5,0,0,0,2,9,0,0,2,1,0.3583796,0.56790733,0.07371307,4.0,2
3056,0,0,9,1,0,0,2,10,0,0,3,4,0.2708982,0.5713366,0.1577652,0.5333333333333333,1
1273,0,0,17,0,0,0,0,23,0,0,6,3,0.24598272,0.68172127,0.07229597,5.0,1
2633,0,0,0,0,0,0,0,0,0,0,0,0,0.6790232,0.2769901,0.04398668,2.8,5
2894,0,0,26,1,0,0,1,25,0,0,6,4,0.29171488,0.60693467,0.101350464,1.75,2
607,0,0,5,1,0,0,0,5,0,0,2,0,0.40711823,0.4963833,0.09649845,13.0,1
2506,0,0,7,2,0,0,0,12,0,0,4,0,0.34522602,0.5316879,0.12308603,2.857142857142857,1
1712,0,0,8,0,0,0,0,22,0,0,2,0,0.29445788,0.5836114,0.12193071,1.6666666666666667,2
3746,0,0,24,0,0,0,0,22,0,0,8,0,0.29187196,0.59893197,0.109196104,0.5454545454545454,3
151,0,1,14,0,0,0,0,15,0,0,0,0,0.26989847,0.5952323,0.13486919,0.7857142857142857,2
3804,0,30,3,1,0,1,1,21,0,0,2,18,0.41926554,0.48584226,0.094892174,0.1,3
2726,0,0,16,1,0,0,0,15,0,0,11,5,0.3688238,0.46468547,0.16649069,0.2222222222222222,1
1405,0,0,25,0,2,0,1,33,0,0,14,12,0.2747818,0.56622237,0.15899576,0.8333333333333334,0
2447,0,0,19,1,0,0,1,24,0,0,4,3,0.24255577,0.6004455,0.15699875,12.0,3
731,0,0,12,2,0,0,1,10,0,0,3,0,0.25642264,0.62738043,0.11619693,0.68,0
2124,0,0,8,1,0,0,1,7,1,1,0,2,0.2898569,0.50937223,0.2007709,0.05555555555555555,4
3806,0,17,4,2,0,2,1,15,0,0,3,12,0.49469432,0.40954882,0.09575687,5.5,1
3481,0,1,2,0,0,0,0,3,0,0,3,1,0.29290807,0.53066486,0.17642711,0.6,0
23,0,7,12,1,0,0,1,12,0,0,3,23,0.13979276,0.5512867,0.30892056,5.0,0
3213,0,0,3,0,0,0,0,3,0,0,0,0,0.050391063,0.6308073,0.31880167,1.25,0
158,0,0,16,0,0,0,0,22,0,0,14,0,0.26869562,0.59451646,0.13678801,0.3125,0
1748,0,0,9,0,0,0,0,18,0,0,5,0,0.40983623,0.52649546,0.0636684,0.4666666666666667,0
861,0,0,4,0,0,0,0,10,0,0,3,0,0.46129653,0.4725816,0.066121876,0.42857142857142855,0
1840,0,3,4,2,0,0,0,5,0,0,1,1,0.35661587,0.4796741,0.16371001,0.06666666666666667,6
2226,0,4,21,1,0,0,0,20,0,0,4,10,0.22979914,0.59082985,0.17937106,0.35714285714285715,1
902,0,0,11,1,0,0,0,15,0,0,2,0,0.3665006,0.5409789,0.09252056,19.0,3
352,0,0,7,0,0,0,0,17,0,0,3,0,0.29556447,0.619574,0.084861495,0.1875,1
1230,0,0,10,0,0,0,0,12,0,0,6,1,0.07967791,0.46045956,0.4598625,0.5333333333333333,1
2989,0,1,14,1,0,0,0,15,0,0,2,1,0.49208906,0.43642578,0.07148509,2.25,1
444,0,0,24,2,0,0,2,21,0,0,10,5,0.5402541,0.40235695,0.057388917,0.875,1
3750,0,0,0,0,0,0,0,1,0,0,1,0,0.35302094,0.4919726,0.15500642,13.0,2
754,0,1,3,0,0,0,0,6,0,0,1,0,0.12260716,0.65994376,0.21744908,2.9,0
1737,0,0,6,0,0,0,0,20,0,0,1,0,0.24724467,0.6448285,0.10792683,1.2857142857142858,3
923,0,0,0,0,0,0,1,0,0,0,1,0,0.584541,0.36084783,0.054611154,0.25806451612903225,3
1666,0,0,21,0,0,0,1,21,0,0,5,1,0.15810806,0.58087766,0.2610143,4.0,1
3793,0,27,0,0,0,0,1,20,0,0,7,19,0.5061766,0.43260255,0.06122087,4.0,2
2679,0,2,15,1,0,1,1,19,2,2,11,21,0.09201968,0.44814098,0.45983934,8.0,0
311,0,1,8,1,0,0,2,6,0,0,3,1,0.5200035,0.41125923,0.068737246,2.6,1
1375,0,0,1,0,0,0,2,3,0,0,2,5,0.54248327,0.37892196,0.07859482,6.0,1
548,0,0,5,0,0,0,0,8,0,0,1,1,0.49369398,0.43247354,0.07383251,19.0,7
2540,0,52,4,4,0,0,2,20,0,0,5,15,0.25297323,0.6243328,0.12269402,8.0,0
